board	branch	exposure	status	fdt_bytes	fit_created	streamed_compressed_bytes	sha256	image	alias
hinlink-h88k	edge	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:37 2026	12910592	26d7fb87f4bc2a2ab00620016a65ff708212c39c693a214cf2b7fdd7c87bfddb	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_resolute_edge_7.1.3_kde-plasma_desktop.img.xz	hinlink-h88k/Resolute_edge_kde-plasma
hinlink-h88k	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:45:03 2026	14106624	c7c0694dca27e52e8f04fd878719215032af55833cd21c615a5319a3627aa1be	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_resolute_vendor_6.1.115_gnome_desktop.img.xz	hinlink-h88k/Resolute_vendor_gnome
hinlink-h88k	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:45:03 2026	12877824	7d384c2a07a709167fe2b98509f0d35539d46ac844b62380f5c5664cb2322509	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	hinlink-h88k/Resolute_vendor_kde-plasma
hinlink-h88k	edge	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:37 2026	13221888	dc50dbadc4420b411e1fb2f0062d0c9103b11c7b347512167e3e23544b669017	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_trixie_edge_7.1.3_minimal.img.xz	hinlink-h88k/Trixie_edge_minimal
hinlink-h88k	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:45:03 2026	13025280	fb71321e38a19c1ae949f005cf69b37d5269470c3fb8b6511d6010598767f8b5	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_trixie_vendor_6.1.115_minimal.img.xz	hinlink-h88k/Trixie_vendor_minimal
hinlink-hnas	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:27 2026	13090816	813d62ace07efd993dc48686889173cc27b65884240ceae4edc04f900213a372	Armbian_community_26.8.0-trunk.413_Hinlink-hnas_resolute_current_6.18.38_gnome_desktop.img.xz	hinlink-hnas/Resolute_current_gnome
hinlink-hnas	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:27 2026	12959744	1829e5f28ddae1330566da57de61c675e5bfcaa953cd2878875d603cf6f89e82	Armbian_community_26.8.0-trunk.413_Hinlink-hnas_resolute_current_6.18.38_kde-plasma_desktop.img.xz	hinlink-hnas/Resolute_current_kde-plasma
hinlink-hnas	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:27 2026	12894208	a2656fa428e8199dbcb679e47db31c4d155b664037c5dfaa68d272aab5bb9649	Armbian_community_26.8.0-trunk.413_Hinlink-hnas_trixie_current_6.18.38_minimal.img.xz	hinlink-hnas/Trixie_current_minimal
hinlink-ht2	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:44:18 2026	12746752	580c583828191095c939cc506bc9a9dce8bdf0bc72e94e09d88d037a893e4382	Armbian_community_26.8.0-trunk.413_Hinlink-ht2_resolute_vendor_6.1.115_gnome_desktop.img.xz	hinlink-ht2/Resolute_vendor_gnome
hinlink-ht2	vendor	affected-itb-target	CLEAN	7992	Fri Jul 17 00:05:44 2026	12991735	3e22f9fe872cbffc6c6aa8c344aae54513f2e30532e4f9931b93b3fee7fe60f5	Armbian_community_26.8.0-trunk.413_Hinlink-ht2_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	hinlink-ht2/Resolute_vendor_kde-plasma
hinlink-ht2	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:44:18 2026	12726567	cb15e413085400c970f483b40baf7d788f9f2628b21d41933fbc71e833687255	Armbian_community_26.8.0-trunk.413_Hinlink-ht2_trixie_vendor_6.1.115_minimal.img.xz	hinlink-ht2/Trixie_vendor_minimal
imb3588	vendor	affected-itb-target	CLEAN	10739	Fri Apr 24 21:12:43 2026	12746752	d025bbbf19bee3c4ee162c675e78355a86b310404fb369f46efda749aeda5372	Armbian_26.2.5_Imb3588_resolute_vendor_6.1.115_minimal.img.xz	imb3588/Resolute_vendor_minimal
imb3588	vendor	affected-itb-target	BROKEN	-	Tue Feb 10 22:41:31 2026	12738275	dc9d59ba3e3880aab20bdc2f19fc29f0487c9dd4785567ce3786fc092f04e793	Armbian_26.2.1_Imb3588_sid_vendor_6.1.115-kali.img.xz	imb3588/Sid_vendor_server-kali
imb3588	vendor	affected-itb-target	BROKEN	-	Tue Feb 10 22:41:31 2026	13152512	87901e15d3fe42c1eea20ce66e8858dbddbfaf36901a42db78e21a6d9655e770	Armbian_26.2.1_Imb3588_trixie_vendor_6.1.115-omv_minimal.img.xz	imb3588/Trixie_vendor_minimal-omv
imb3588	vendor	affected-itb-target	BROKEN	-	Tue Feb 10 22:41:31 2026	13058048	fcf9852f0337d7d8e6e9109702cac4fb7f697800ffc99c07e9b709a3387eb7ec	Armbian_26.2.1_Imb3588_trixie_vendor_6.1.115-homeassistant.img.xz	imb3588/Trixie_vendor_server-homeassistant
imb3588	vendor	affected-itb-target	BROKEN	-	Tue Feb 10 22:41:31 2026	12893468	f0640e80360750f50e223695415f33aa944a27ad19af72036b3985c9cc82c705	Armbian_26.2.1_Imb3588_trixie_vendor_6.1.115-openhab.img.xz	imb3588/Trixie_vendor_server-openhab
imb3588	vendor	affected-itb-target	CLEAN	10739	Tue Jul  7 22:40:05 2026	12811540	2fb71f9db148d3a94af82e0177b8f6911bd1d2d8b50dbf12a65b8129a0e11d27	Armbian_26.8.0-trunk.400_Imb3588_forky_vendor_6.1.115_minimal.img.xz	nightly/imb3588/Forky_vendor_minimal
imb3588	vendor	affected-itb-target	CLEAN	10739	Tue Jul  7 22:40:05 2026	12913145	a5162aefef6666714c918d29ea32f21b9436a25d33036554716fe866cf10e6ff	Armbian_26.8.0-trunk.400_Imb3588_resolute_vendor_6.1.115_gnome_desktop.img.xz	nightly/imb3588/Resolute_vendor_gnome
jp-tvbox-3566	current	affected-itb-target	CLEAN	16008	Thu Jul 16 19:45:19 2026	12991737	13042c92773f17942cca030d794f7bf6748a32cd3c7a6bbf39c0a2da34dd8f7f	Armbian_community_26.8.0-trunk.413_Jp-tvbox-3566_resolute_current_6.18.38_gnome_desktop.img.xz	jp-tvbox-3566/Resolute_current_gnome
jp-tvbox-3566	current	affected-itb-target	CLEAN	16008	Thu Jul 16 19:45:19 2026	12943360	23a70f571b7c07851158b9a8452a7b06430d99a5a0c175485860aa827660e68e	Armbian_community_26.8.0-trunk.413_Jp-tvbox-3566_resolute_current_6.18.38_kde-plasma_desktop.img.xz	jp-tvbox-3566/Resolute_current_kde-plasma
jp-tvbox-3566	current	affected-itb-target	CLEAN	16008	Thu Jul 16 19:45:19 2026	12991394	b510a714ad103221252073c879a3439c558562338ccd05ed21f9653bf99b0e0a	Armbian_community_26.8.0-trunk.413_Jp-tvbox-3566_trixie_current_6.18.38_minimal.img.xz	jp-tvbox-3566/Trixie_current_minimal
luckfox-core3566	vendor	alternate-binman-target	CLEAN	69816	Sat Jul 11 23:30:20 2026	12730368	907b87da4b381a5f138f4b5a58ee699d98734e48cfcfa50ef52c161285d05c4c	Armbian_community_26.8.0-trunk.413_Luckfox-core3566_resolute_vendor_6.1.115_gnome_desktop.img.xz	luckfox-core3566/Resolute_vendor_gnome
luckfox-core3566	vendor	alternate-binman-target	CLEAN	69816	Sat Jul 11 23:30:20 2026	12795904	b20baca75761760c6a858e9752fa41dd33bf73196a1d90626097a0b0f7c031a3	Armbian_community_26.8.0-trunk.413_Luckfox-core3566_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	luckfox-core3566/Resolute_vendor_kde-plasma
luckfox-core3566	vendor	alternate-binman-target	CLEAN	69816	Sat Jul 11 23:30:20 2026	13449602	7735680121c35e46bb98b528b279335be50b9daa3385c5abacf8c7a4f82a8121	Armbian_community_26.8.0-trunk.413_Luckfox-core3566_trixie_vendor_6.1.115_minimal.img.xz	luckfox-core3566/Trixie_vendor_minimal
mangopi-m28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:20 2026	12894208	c3a918872eeae9169257d39bb032dd1b848e3865a55cdb0a456ac38ef4bb87c9	Armbian_community_26.8.0-trunk.413_Mangopi-m28k_resolute_vendor_6.1.115_gnome_desktop.img.xz	mangopi-m28k/Resolute_vendor_gnome
mangopi-m28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:20 2026	12746752	7ed9e9adc9781daee5363b6e0ce07bc785c8c88ff1d12159bdf649ce5ad845fb	Armbian_community_26.8.0-trunk.413_Mangopi-m28k_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	mangopi-m28k/Resolute_vendor_kde-plasma
mangopi-m28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:20 2026	12894208	222d27e946d999fe8ca355609d44a92e90ccb910575858f5b10bcd1b8e8cd81e	Armbian_community_26.8.0-trunk.413_Mangopi-m28k_trixie_vendor_6.1.115_minimal.img.xz	mangopi-m28k/Trixie_vendor_minimal
mekotronics-r58-4x4	vendor	affected-itb-target	BROKEN	-	Sun May 24 02:20:00 2026	12746752	8357e78b5fc362f231a10c3128572297aabbf3e53aa05538eb52d70e12a43a73	Armbian_26.5.1_Mekotronics-r58-4x4_resolute_vendor_6.1.115_gnome_desktop.img.xz	mekotronics-r58-4x4/Resolute_vendor_gnome
mekotronics-r58-4x4	vendor	affected-itb-target	BROKEN	-	Sun May 24 02:20:00 2026	12746752	a3240b94202c2f6a2cd0245749b812c66985a439c9bdb48f46e1d8502d838b01	Armbian_26.5.1_Mekotronics-r58-4x4_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	mekotronics-r58-4x4/Resolute_vendor_kde-plasma
mekotronics-r58-4x4	vendor	affected-itb-target	BROKEN	-	Sun May 24 02:20:00 2026	12730368	3c86b5447d1ee3eeefed3a7ba3db5c78e5ecd10010bbe5f9ab8d19faa97ee615	Armbian_26.5.1_Mekotronics-r58-4x4_resolute_vendor_6.1.115_minimal.img.xz	mekotronics-r58-4x4/Resolute_vendor_minimal
mekotronics-r58-4x4	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:12:35 2026	13209280	0c94ac93ecc97719ee20eb348822252c12e97f59d33802b8661054efb13253d4	Armbian_26.2.1_Mekotronics-r58-4x4_sid_vendor_6.1.115-kali.img.xz	mekotronics-r58-4x4/Sid_vendor_server-kali
mekotronics-r58-4x4	vendor	affected-itb-target	BROKEN	-	Sun May 24 02:20:00 2026	12730368	fe15f40e252c1ed52fd90de444e2d7c25f7600cc69a4a58c4ede70196c8bdc35	Armbian_26.5.1_Mekotronics-r58-4x4_trixie_vendor_6.1.115_minimal.img.xz	mekotronics-r58-4x4/Trixie_vendor_minimal
mekotronics-r58-4x4	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:12:35 2026	12926221	aa5ef0eeeb4a9508f268affb89ed4d3e4075b767d123acc71c1a9701a1046ef7	Armbian_26.2.1_Mekotronics-r58-4x4_trixie_vendor_6.1.115-omv_minimal.img.xz	mekotronics-r58-4x4/Trixie_vendor_minimal-omv
mekotronics-r58-4x4	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:12:35 2026	12942080	607b66919c01f2dc7ea1e4270182285783e1751d2e858eea7c75e2258ccec63e	Armbian_26.2.1_Mekotronics-r58-4x4_trixie_vendor_6.1.115-homeassistant.img.xz	mekotronics-r58-4x4/Trixie_vendor_server-homeassistant
mekotronics-r58-4x4	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:12:35 2026	13057296	e57949b7c484cd5ee90f520a701e3d439c6a2b38ca8d8765a2c939b5641e2f38	Armbian_26.2.1_Mekotronics-r58-4x4_trixie_vendor_6.1.115-openhab.img.xz	mekotronics-r58-4x4/Trixie_vendor_server-openhab
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Mon Oct  6 20:25:53 2025	12730368	be696ded988f0a30b18f902df8742c4a27bb889ae99d1ba29add407bd40b95db	Armbian_25.8.2_Mekotronics-r58hd_noble_vendor_6.1.115_minimal.img.xz	mekotronics-r58hd/Noble_vendor_minimal
mekotronics-r58hd	vendor	affected-itb-target	UNAVAILABLE	-	-	-	-	Resolute_vendor_gnome	mekotronics-r58hd/Resolute_vendor_gnome
mekotronics-r58hd	vendor	affected-itb-target	UNAVAILABLE	-	-	-	-	Resolute_vendor_kde-plasma	mekotronics-r58hd/Resolute_vendor_kde-plasma
mekotronics-r58hd	vendor	affected-itb-target	UNAVAILABLE	-	-	-	-	Resolute_vendor_minimal	mekotronics-r58hd/Resolute_vendor_minimal
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:08:37 2026	12976128	6232a8d0f1a87a46a71c54a94d81df02edcab1773dcb44b4f91af2c470031754	Armbian_26.2.1_Mekotronics-r58hd_sid_vendor_6.1.115-kali.img.xz	mekotronics-r58hd/Sid_vendor_server-kali
mekotronics-r58hd	vendor	affected-itb-target	UNAVAILABLE	-	-	-	-	Trixie_vendor_minimal	mekotronics-r58hd/Trixie_vendor_minimal
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:08:37 2026	14253327	9c6b647b68e32d2f9bc6d8711618683aa8ce5729165a0ca2151d47e4fc6de1c6	Armbian_26.2.1_Mekotronics-r58hd_trixie_vendor_6.1.115-omv_minimal.img.xz	mekotronics-r58hd/Trixie_vendor_minimal-omv
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:08:37 2026	13024525	223e730b0b18c56557ba5a69df7d05561257c8944fc6685f7963f98854e4b807	Armbian_26.2.1_Mekotronics-r58hd_trixie_vendor_6.1.115-homeassistant.img.xz	mekotronics-r58hd/Trixie_vendor_server-homeassistant
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Sat Feb  7 20:08:37 2026	13090816	3d9ebd1df2984d813e37c906ea89c157636f9fa14fda58d8406f7ccadb22853f	Armbian_26.2.1_Mekotronics-r58hd_trixie_vendor_6.1.115-openhab.img.xz	mekotronics-r58hd/Trixie_vendor_server-openhab
mekotronics-r58hd	vendor	affected-itb-target	CLEAN	13572	Mon Oct  6 20:25:53 2025	12697600	00bc0a896aeda806b58cf69919fd06384a9f443801156fe01ea01438a1868bde	Armbian_25.8.2_Mekotronics-r58hd_trixie_vendor_6.1.115_xfce_desktop.img.xz	mekotronics-r58hd/Trixie_vendor_xfce
mekotronics-r58-minipc	vendor	affected-itb-target	CLEAN	9123	Thu Jul 16 19:44:48 2026	13107200	6eac7b07bcbf43a6b2b1c0da3ad87a26d4757df728ff1bfc2cb089752f546e4e	Armbian_community_26.8.0-trunk.413_Mekotronics-r58-minipc_resolute_vendor_6.1.115_gnome_desktop.img.xz	mekotronics-r58-minipc/Resolute_vendor_gnome
mekotronics-r58-minipc	vendor	affected-itb-target	CLEAN	9123	Thu Jul 16 19:44:48 2026	13844480	e515fadf80ceee4c34d9ee66b3abe10efe0717b733d8d693fb59c98e6c6c2f45	Armbian_community_26.8.0-trunk.413_Mekotronics-r58-minipc_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	mekotronics-r58-minipc/Resolute_vendor_kde-plasma
mekotronics-r58-minipc	vendor	affected-itb-target	CLEAN	9123	Thu Jul 16 19:44:48 2026	13254656	8466c43904785e6193fe49b78042bfe2f74a9d97e53cebdbe6bb3b4b90ce44ae	Armbian_community_26.8.0-trunk.413_Mekotronics-r58-minipc_trixie_vendor_6.1.115_minimal.img.xz	mekotronics-r58-minipc/Trixie_vendor_minimal
mekotronics-r58x	vendor	affected-itb-target	CLEAN	13572	Thu Jul 16 19:45:17 2026	17718656	8c0e12a41202c3797a63f11405bf4b867a2e12c90f46413777da997abf09d3e7	Armbian_community_26.8.0-trunk.413_Mekotronics-r58x_resolute_vendor_6.1.115_gnome_desktop.img.xz	mekotronics-r58x/Resolute_vendor_gnome
mekotronics-r58x	vendor	affected-itb-target	CLEAN	13572	Thu Jul 16 19:45:17 2026	15843328	dba7ff499761392ac14cefa3493b0ed58fed23a6bb671f3c22f8ac94d1c07779	Armbian_community_26.8.0-trunk.413_Mekotronics-r58x_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	mekotronics-r58x/Resolute_vendor_kde-plasma
mekotronics-r58x	vendor	affected-itb-target	CLEAN	13572	Thu Jul 16 19:45:17 2026	13910016	506abbe71bc81fb29d958043fd617b15a7d2b090acce38729123f51471d0ca32	Armbian_community_26.8.0-trunk.413_Mekotronics-r58x_trixie_vendor_6.1.115_minimal.img.xz	mekotronics-r58x/Trixie_vendor_minimal
mekotronics-r58x-4g	vendor	affected-itb-target	CLEAN	13572	Thu Jul 16 19:44:14 2026	12845056	c3dac5e3b62f8ddadaf3eee8ee4f376daf01e2983b98f504967f61f4a95a8415	Armbian_community_26.8.0-trunk.413_Mekotronics-r58x-4g_resolute_vendor_6.1.115_gnome_desktop.img.xz	mekotronics-r58x-4g/Resolute_vendor_gnome
